,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"60 days ago - ₹5,598","59 days ago - ₹5,598","58 days ago - ₹5,598","57 days ago - ₹5,598","56 days ago - ₹5,598","55 days ago - ₹5,598","54 days ago - ₹5,598","53 days ago - ₹5,598","52 days ago - ₹5,598","51 days ago - ₹5,598","50 days ago - ₹5,598","49 days ago - ₹5,598","48 days ago - ₹5,598","47 days ago - ₹5,598","46 days ago - ₹5,598","45 days ago - ₹5,598","44 days ago - ₹5,598","43 days ago - ₹5,598","42 days ago - ₹5,598","41 days ago - ₹5,598","40 days ago - ₹5,598","39 days ago - ₹5,598","38 days ago - ₹5,598","37 days ago - ₹5,598","36 days ago - ₹5,598","35 days ago - ₹5,598","34 days ago - ₹5,598","33 days ago - ₹5,598","32 days ago - ₹5,598","31 days ago - ₹5,598","30 days ago - ₹5,598","29 days ago - ₹5,314","28 days ago - ₹5,314","27 days ago - ₹5,314","26 days ago - ₹5,314","25 days ago - ₹5,773","24 days ago - ₹5,773","23 days ago - ₹5,773","22 days ago - ₹5,773","21 days ago - ₹5,773","20 days ago - ₹5,773","19 days ago - ₹5,773","18 days ago - ₹5,948","17 days ago - ₹5,948","16 days ago - ₹4,208","15 days ago - ₹4,208","14 days ago - ₹4,208","13 days ago - ₹5,948","12 days ago - ₹6,298","11 days ago - ₹6,298","10 days ago - ₹6,298","9 days ago - ₹6,298","8 days ago - ₹6,298","7 days ago - ₹7,171","6 days ago - ₹7,171","5 days ago - ₹7,695","4 days ago - ₹7,695","3 days ago - ₹7,695","2 days ago - ₹7,695","1 day ago - ₹8,394","Today - ₹8,394"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"60 days ago - ₹5,598","59 days ago - ₹5,598","58 days ago - ₹5,598","57 days ago - ₹5,598","56 days ago - ₹5,598","55 days ago - ₹5,598","54 days ago - ₹5,598","53 days ago - ₹5,598","52 days ago - ₹5,598","51 days ago - ₹5,598","50 days ago - ₹5,598","49 days ago - ₹5,598","48 days ago - ₹5,598","47 days ago - ₹5,598","46 days ago - ₹5,598","45 days ago - ₹5,598","44 days ago - ₹5,598","43 days ago - ₹5,598","42 days ago - ₹5,598","41 days ago - ₹5,598","40 days ago - ₹5,598","39 days ago - ₹5,598","38 days ago - ₹5,598","37 days ago - ₹5,598","36 days ago - ₹5,598","35 days ago - ₹5,598","34 days ago - ₹5,598","33 days ago - ₹5,598","32 days ago - ₹5,598","31 days ago - ₹5,598","30 days ago - ₹5,598","29 days ago - ₹5,598","28 days ago - ₹5,598","27 days ago - ₹5,598","26 days ago - ₹5,773","25 days ago - ₹5,773","24 days ago - ₹5,773","23 days ago - ₹5,773","22 days ago - ₹5,773","21 days ago - ₹5,773","20 days ago - ₹5,773","19 days ago - ₹5,773","18 days ago - ₹5,773","17 days ago - ₹5,948","16 days ago - ₹4,208","15 days ago - ₹6,298","14 days ago - ₹6,298","13 days ago - ₹7,171","12 days ago - ₹7,171","11 days ago - ₹7,171","10 days ago - ₹7,171","9 days ago - ₹7,171","8 days ago - ₹7,695","7 days ago - ₹7,695","6 days ago - ₹7,695","5 days ago - ₹7,695","4 days ago - ₹7,695","3 days ago - ₹8,394","2 days ago - ₹8,394","1 day ago - ₹9,094","Today - ₹9,967"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"60 days ago - ₹5,598","59 days ago - ₹5,598","58 days ago - ₹5,598","57 days ago - ₹5,598","56 days ago - ₹5,598","55 days ago - ₹5,598","54 days ago - ₹5,598","53 days ago - ₹5,598","52 days ago - ₹5,598","51 days ago - ₹5,598","50 days ago - ₹5,598","49 days ago - ₹5,598","48 days ago - ₹5,598","47 days ago - ₹5,598","46 days ago - ₹5,598","45 days ago - ₹5,598","44 days ago - ₹5,598","43 days ago - ₹5,598","42 days ago - ₹5,598","41 days ago - ₹5,598","40 days ago - ₹5,598","39 days ago - ₹5,598","38 days ago - ₹5,598","37 days ago - ₹5,598","36 days ago - ₹5,598","35 days ago - ₹5,598","34 days ago - ₹5,598","33 days ago - ₹5,598","32 days ago - ₹5,598","31 days ago - ₹5,598","30 days ago - ₹5,598","29 days ago - ₹5,314","28 days ago - ₹5,314","27 days ago - ₹5,314","26 days ago - ₹5,314","25 days ago - ₹5,314","24 days ago - ₹5,598","23 days ago - ₹5,598","22 days ago - ₹5,773","21 days ago - ₹5,773","20 days ago - ₹5,773","19 days ago - ₹5,773","18 days ago - ₹5,773","17 days ago - ₹5,773","16 days ago - ₹4,208","15 days ago - ₹4,208","14 days ago - ₹4,208","13 days ago - ₹4,208","12 days ago - ₹5,948","11 days ago - ₹5,948","10 days ago - ₹5,948","9 days ago - ₹5,948","8 days ago - ₹5,948","7 days ago - ₹6,298","6 days ago - ₹6,298","5 days ago - ₹6,298","4 days ago - ₹6,298","3 days ago - ₹6,298","2 days ago - ₹6,298","1 day ago - ₹6,298","Today - ₹6,647"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"60 days ago - ₹5,598","59 days ago - ₹5,598","58 days ago - ₹5,598","57 days ago - ₹5,598","56 days ago - ₹5,598","55 days ago - ₹5,598","54 days ago - ₹5,598","53 days ago - ₹5,598","52 days ago - ₹5,598","51 days ago - ₹5,598","50 days ago - ₹5,598","49 days ago - ₹5,598","48 days ago - ₹5,598","47 days ago - ₹5,598","46 days ago - ₹5,598","45 days ago - ₹5,598","44 days ago - ₹5,598","43 days ago - ₹5,598","42 days ago - ₹5,598","41 days ago - ₹5,598","40 days ago - ₹5,598","39 days ago - ₹5,598","38 days ago - ₹5,598","37 days ago - ₹5,598","36 days ago - ₹5,598","35 days ago - ₹5,598","34 days ago - ₹5,598","33 days ago - ₹5,598","32 days ago - ₹5,598","31 days ago - ₹5,598","30 days ago - ₹5,598","29 days ago - ₹5,314","28 days ago - ₹5,314","27 days ago - ₹5,314","26 days ago - ₹5,314","25 days ago - ₹5,314","24 days ago - ₹5,598","23 days ago - ₹5,598","22 days ago - ₹5,598","21 days ago - ₹5,773","20 days ago - ₹5,773","19 days ago - ₹5,773","18 days ago - ₹5,773","17 days ago - ₹5,773","16 days ago - ₹4,208","15 days ago - ₹4,208","14 days ago - ₹4,208","13 days ago - ₹4,208","12 days ago - ₹5,773","11 days ago - ₹5,948","10 days ago - ₹5,948","9 days ago - ₹5,948","8 days ago - ₹5,948","7 days ago - ₹5,948","6 days ago - ₹5,948","5 days ago - ₹6,298","4 days ago - ₹6,298","3 days ago - ₹6,298","2 days ago - ₹6,298","1 day ago - ₹6,298","Today - ₹6,298"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"60 days ago - ₹5,598","59 days ago - ₹5,598","58 days ago - ₹5,598","57 days ago - ₹5,598","56 days ago - ₹5,598","55 days ago - ₹5,598","54 days ago - ₹5,598","53 days ago - ₹5,598","52 days ago - ₹5,598","51 days ago - ₹5,598","50 days ago - ₹5,598","49 days ago - ₹5,598","48 days ago - ₹5,598","47 days ago - ₹5,598","46 days ago - ₹5,598","45 days ago - ₹5,598","44 days ago - ₹5,598","43 days ago - ₹5,598","42 days ago - ₹5,598","41 days ago - ₹5,598","40 days ago - ₹5,598","39 days ago - ₹5,598","38 days ago - ₹5,598","37 days ago - ₹5,598","36 days ago - ₹5,598","35 days ago - ₹5,598","34 days ago - ₹5,598","33 days ago - ₹5,598","32 days ago - ₹5,598","31 days ago - ₹5,598","30 days ago - ₹5,598","29 days ago - ₹5,314","28 days ago - ₹5,314","27 days ago - ₹5,314","26 days ago - ₹5,314","25 days ago - ₹5,314","24 days ago - ₹5,598","23 days ago - ₹5,598","22 days ago - ₹5,598","21 days ago - ₹5,598","20 days ago - ₹5,598","19 days ago - ₹5,773","18 days ago - ₹5,773","17 days ago - ₹5,773","16 days ago - ₹4,208","15 days ago - ₹4,208","14 days ago - ₹4,208","13 days ago - ₹5,773","12 days ago - ₹5,773","11 days ago - ₹5,773","10 days ago - ₹5,948","9 days ago - ₹5,948","8 days ago - ₹5,948","7 days ago - ₹5,948","6 days ago - ₹5,948","5 days ago - ₹5,948","4 days ago - ₹6,298","3 days ago - ₹6,298","2 days ago - ₹6,298","1 day ago - ₹6,298","Today - ₹6,298"
