,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"60 days ago - ₹4,649","59 days ago - ₹4,649","58 days ago - ₹4,649","57 days ago - ₹4,649","56 days ago - ₹4,649","55 days ago - ₹4,649","54 days ago - ₹4,649","53 days ago - ₹4,649","52 days ago - ₹4,649","51 days ago - ₹4,649","50 days ago - ₹4,649","49 days ago - ₹4,649","48 days ago - ₹4,649","47 days ago - ₹4,649","46 days ago - ₹5,341","45 days ago - ₹5,341","44 days ago - ₹5,341","43 days ago - ₹5,341","42 days ago - ₹5,341","41 days ago - ₹5,341","40 days ago - ₹5,341","39 days ago - ₹3,549","38 days ago - ₹5,341","37 days ago - ₹5,341","36 days ago - ₹5,341","35 days ago - ₹5,327","34 days ago - ₹5,327","33 days ago - ₹4,498","32 days ago - ₹4,498","31 days ago - ₹4,498","30 days ago - ₹4,923","29 days ago - ₹5,341","28 days ago - ₹4,251","27 days ago - ₹4,862","26 days ago - ₹4,935","25 days ago - ₹4,599","24 days ago - ₹4,599","23 days ago - ₹5,062","22 days ago - ₹4,999","21 days ago - ₹5,132","20 days ago - ₹5,006","19 days ago - ₹4,899","18 days ago - ₹4,899","17 days ago - ₹5,341","16 days ago - ₹5,341","15 days ago - ₹5,341","14 days ago - ₹5,341","13 days ago - ₹5,341","12 days ago - ₹5,341","11 days ago - ₹5,341","10 days ago - ₹5,341","9 days ago - ₹5,341","8 days ago - ₹5,341","7 days ago - ₹5,341","6 days ago - ₹5,341","5 days ago - ₹5,341","4 days ago - ₹6,235","3 days ago - ₹6,445","2 days ago - ₹5,555","1 day ago - ₹7,099","Today - ₹19,595"
"60 days ago - ₹4,649","59 days ago - ₹4,649","58 days ago - ₹4,649","57 days ago - ₹4,649","56 days ago - ₹4,649","55 days ago - ₹4,649","54 days ago - ₹4,649","53 days ago - ₹4,649","52 days ago - ₹4,649","51 days ago - ₹4,649","50 days ago - ₹4,649","49 days ago - ₹4,649","48 days ago - ₹4,649","47 days ago - ₹4,649","46 days ago - ₹5,341","45 days ago - ₹5,341","44 days ago - ₹5,341","43 days ago - ₹5,341","42 days ago - ₹5,341","41 days ago - ₹4,935","40 days ago - ₹4,935","39 days ago - ₹3,549","38 days ago - ₹5,341","37 days ago - ₹5,341","36 days ago - ₹5,327","35 days ago - ₹5,327","34 days ago - ₹5,327","33 days ago - ₹4,498","32 days ago - ₹4,498","31 days ago - ₹4,498","30 days ago - ₹4,498","29 days ago - ₹4,498","28 days ago - ₹4,251","27 days ago - ₹4,251","26 days ago - ₹4,498","25 days ago - ₹4,599","24 days ago - ₹4,599","23 days ago - ₹4,999","22 days ago - ₹4,999","21 days ago - ₹4,935","20 days ago - ₹4,781","19 days ago - ₹4,899","18 days ago - ₹4,899","17 days ago - ₹5,341","16 days ago - ₹5,341","15 days ago - ₹5,341","14 days ago - ₹4,923","13 days ago - ₹4,923","12 days ago - ₹5,341","11 days ago - ₹5,341","10 days ago - ₹5,341","9 days ago - ₹5,341","8 days ago - ₹5,341","7 days ago - ₹5,341","6 days ago - ₹5,341","5 days ago - ₹5,341","4 days ago - ₹5,341","3 days ago - ₹5,341","2 days ago - ₹5,923","1 day ago - ₹5,556","Today - ₹6,774"
"60 days ago - ₹4,649","59 days ago - ₹4,649","58 days ago - ₹4,649","57 days ago - ₹4,649","56 days ago - ₹4,649","55 days ago - ₹4,649","54 days ago - ₹4,649","53 days ago - ₹4,649","52 days ago - ₹4,649","51 days ago - ₹4,649","50 days ago - ₹4,649","49 days ago - ₹4,649","48 days ago - ₹4,649","47 days ago - ₹4,649","46 days ago - ₹5,341","45 days ago - ₹5,341","44 days ago - ₹5,341","43 days ago - ₹5,341","42 days ago - ₹5,341","41 days ago - ₹5,857","40 days ago - ₹5,861","39 days ago - ₹5,343","38 days ago - ₹5,861","37 days ago - ₹5,861","36 days ago - ₹5,341","35 days ago - ₹5,327","34 days ago - ₹5,327","33 days ago - ₹4,498","32 days ago - ₹4,498","31 days ago - ₹4,498","30 days ago - ₹4,498","29 days ago - ₹4,498","28 days ago - ₹4,251","27 days ago - ₹4,923","26 days ago - ₹4,923","25 days ago - ₹4,599","24 days ago - ₹4,599","23 days ago - ₹4,999","22 days ago - ₹4,999","21 days ago - ₹4,999","20 days ago - ₹4,781","19 days ago - ₹4,899","18 days ago - ₹4,899","17 days ago - ₹5,341","16 days ago - ₹5,341","15 days ago - ₹5,341","14 days ago - ₹5,341","13 days ago - ₹5,341","12 days ago - ₹5,341","11 days ago - ₹5,341","10 days ago - ₹5,341","9 days ago - ₹5,341","8 days ago - ₹5,341","7 days ago - ₹4,981","6 days ago - ₹5,341","5 days ago - ₹5,341","4 days ago - ₹5,341","3 days ago - ₹5,341","2 days ago - ₹5,341","1 day ago - ₹5,966","Today - ₹7,647"
"60 days ago - ₹4,649","59 days ago - ₹4,649","58 days ago - ₹4,649","57 days ago - ₹4,649","56 days ago - ₹4,649","55 days ago - ₹4,649","54 days ago - ₹4,649","53 days ago - ₹4,649","52 days ago - ₹4,649","51 days ago - ₹4,649","50 days ago - ₹4,649","49 days ago - ₹4,649","48 days ago - ₹4,649","47 days ago - ₹5,841","46 days ago - ₹5,857","45 days ago - ₹5,857","44 days ago - ₹5,857","43 days ago - ₹5,341","42 days ago - ₹5,341","41 days ago - ₹5,033","40 days ago - ₹5,033","39 days ago - ₹3,549","38 days ago - ₹5,341","37 days ago - ₹5,341","36 days ago - ₹5,449","35 days ago - ₹5,449","34 days ago - ₹5,327","33 days ago - ₹4,498","32 days ago - ₹4,498","31 days ago - ₹4,498","30 days ago - ₹4,498","29 days ago - ₹4,498","28 days ago - ₹4,251","27 days ago - ₹4,923","26 days ago - ₹4,923","25 days ago - ₹4,599","24 days ago - ₹4,599","23 days ago - ₹5,062","22 days ago - ₹4,999","21 days ago - ₹5,556","20 days ago - ₹5,062","19 days ago - ₹4,899","18 days ago - ₹4,899","17 days ago - ₹5,556","16 days ago - ₹5,556","15 days ago - ₹5,341","14 days ago - ₹5,341","13 days ago - ₹5,341","12 days ago - ₹5,341","11 days ago - ₹5,341","10 days ago - ₹5,341","9 days ago - ₹5,341","8 days ago - ₹5,341","7 days ago - ₹5,341","6 days ago - ₹5,341","5 days ago - ₹5,341","4 days ago - ₹5,341","3 days ago - ₹5,341","2 days ago - ₹5,923","1 day ago - ₹5,923","Today - ₹7,572"
"60 days ago - ₹4,649","59 days ago - ₹4,649","58 days ago - ₹4,649","57 days ago - ₹4,649","56 days ago - ₹4,649","55 days ago - ₹4,649","54 days ago - ₹4,649","53 days ago - ₹4,649","52 days ago - ₹4,649","51 days ago - ₹4,649","50 days ago - ₹4,649","49 days ago - ₹4,649","48 days ago - ₹4,649","47 days ago - ₹4,649","46 days ago - ₹5,033","45 days ago - ₹5,341","44 days ago - ₹5,341","43 days ago - ₹5,341","42 days ago - ₹5,341","41 days ago - ₹5,341","40 days ago - ₹5,341","39 days ago - ₹3,549","38 days ago - ₹5,341","37 days ago - ₹5,341","36 days ago - ₹5,327","35 days ago - ₹5,327","34 days ago - ₹5,327","33 days ago - ₹4,498","32 days ago - ₹4,498","31 days ago - ₹4,498","30 days ago - ₹4,498","29 days ago - ₹4,498","28 days ago - ₹4,251","27 days ago - ₹4,251","26 days ago - ₹4,923","25 days ago - ₹4,599","24 days ago - ₹4,599","23 days ago - ₹4,999","22 days ago - ₹4,999","21 days ago - ₹4,999","20 days ago - ₹5,038","19 days ago - ₹5,038","18 days ago - ₹5,341","17 days ago - ₹5,556","16 days ago - ₹5,556","15 days ago - ₹5,341","14 days ago - ₹5,341","13 days ago - ₹5,341","12 days ago - ₹5,341","11 days ago - ₹5,341","10 days ago - ₹5,341","9 days ago - ₹5,341","8 days ago - ₹5,341","7 days ago - ₹5,341","6 days ago - ₹5,808","5 days ago - ₹5,341","4 days ago - ₹5,966","3 days ago - ₹6,191","2 days ago - ₹5,966","1 day ago - ₹5,341","Today - ₹7,036"
"60 days ago - ₹4,649","59 days ago - ₹4,649","58 days ago - ₹4,649","57 days ago - ₹4,649","56 days ago - ₹4,649","55 days ago - ₹4,649","54 days ago - ₹4,649","53 days ago - ₹4,649","52 days ago - ₹4,649","51 days ago - ₹4,649","50 days ago - ₹4,649","49 days ago - ₹4,649","48 days ago - ₹4,649","47 days ago - ₹4,649","46 days ago - ₹5,341","45 days ago - ₹5,341","44 days ago - ₹5,341","43 days ago - ₹5,341","42 days ago - ₹5,341","41 days ago - ₹4,935","40 days ago - ₹4,935","39 days ago - ₹5,343","38 days ago - ₹5,861","37 days ago - ₹5,861","36 days ago - ₹5,861","35 days ago - ₹5,693","34 days ago - ₹5,693","33 days ago - ₹4,498","32 days ago - ₹4,498","31 days ago - ₹4,498","30 days ago - ₹4,498","29 days ago - ₹4,498","28 days ago - ₹4,251","27 days ago - ₹4,498","26 days ago - ₹4,923","25 days ago - ₹4,599","24 days ago - ₹4,599","23 days ago - ₹5,923","22 days ago - ₹4,999","21 days ago - ₹5,062","20 days ago - ₹4,480","19 days ago - ₹4,899","18 days ago - ₹5,341","17 days ago - ₹5,341","16 days ago - ₹5,556","15 days ago - ₹5,341","14 days ago - ₹5,341","13 days ago - ₹5,341","12 days ago - ₹5,341","11 days ago - ₹5,341","10 days ago - ₹5,341","9 days ago - ₹5,966","8 days ago - ₹5,556","7 days ago - ₹5,556","6 days ago - ₹3,981","5 days ago - ₹5,341","4 days ago - ₹5,341","3 days ago - ₹5,923","2 days ago - ₹6,034","1 day ago - ₹5,341","Today - ₹7,036"
"60 days ago - ₹4,649","59 days ago - ₹4,649","58 days ago - ₹4,649","57 days ago - ₹4,649","56 days ago - ₹4,649","55 days ago - ₹4,649","54 days ago - ₹4,649","53 days ago - ₹4,649","52 days ago - ₹4,649","51 days ago - ₹4,649","50 days ago - ₹4,649","49 days ago - ₹4,649","48 days ago - ₹4,649","47 days ago - ₹4,649","46 days ago - ₹4,935","45 days ago - ₹5,341","44 days ago - ₹5,341","43 days ago - ₹5,341","42 days ago - ₹5,341","41 days ago - ₹4,935","40 days ago - ₹4,935","39 days ago - ₹3,549","38 days ago - ₹5,341","37 days ago - ₹5,341","36 days ago - ₹5,033","35 days ago - ₹5,033","34 days ago - ₹5,033","33 days ago - ₹4,923","32 days ago - ₹4,498","31 days ago - ₹4,498","30 days ago - ₹4,498","29 days ago - ₹4,498","28 days ago - ₹4,251","27 days ago - ₹4,251","26 days ago - ₹4,251","25 days ago - ₹4,498","24 days ago - ₹4,599","23 days ago - ₹4,599","22 days ago - ₹4,999","21 days ago - ₹4,999","20 days ago - ₹4,599","19 days ago - ₹4,599","18 days ago - ₹4,899","17 days ago - ₹4,899","16 days ago - ₹5,341","15 days ago - ₹5,341","14 days ago - ₹5,341","13 days ago - ₹5,341","12 days ago - ₹5,815","11 days ago - ₹5,341","10 days ago - ₹5,341","9 days ago - ₹5,341","8 days ago - ₹5,341","7 days ago - ₹5,341","6 days ago - ₹5,341","5 days ago - ₹5,341","4 days ago - ₹5,341","3 days ago - ₹5,341","2 days ago - ₹5,341","1 day ago - ₹5,341","Today - ₹5,341"
"60 days ago - ₹4,649","59 days ago - ₹4,649","58 days ago - ₹4,649","57 days ago - ₹4,649","56 days ago - ₹4,649","55 days ago - ₹4,649","54 days ago - ₹4,649","53 days ago - ₹4,649","52 days ago - ₹4,649","51 days ago - ₹4,649","50 days ago - ₹4,649","49 days ago - ₹4,649","48 days ago - ₹4,649","47 days ago - ₹4,649","46 days ago - ₹5,341","45 days ago - ₹5,341","44 days ago - ₹5,341","43 days ago - ₹5,341","42 days ago - ₹5,341","41 days ago - ₹5,341","40 days ago - ₹5,341","39 days ago - ₹3,549","38 days ago - ₹5,341","37 days ago - ₹5,341","36 days ago - ₹5,327","35 days ago - ₹5,327","34 days ago - ₹5,327","33 days ago - ₹4,498","32 days ago - ₹4,498","31 days ago - ₹4,498","30 days ago - ₹4,498","29 days ago - ₹4,498","28 days ago - ₹4,251","27 days ago - ₹4,251","26 days ago - ₹4,251","25 days ago - ₹4,498","24 days ago - ₹4,498","23 days ago - ₹4,735","22 days ago - ₹4,862","21 days ago - ₹4,862","20 days ago - ₹4,498","19 days ago - ₹4,498","18 days ago - ₹4,498","17 days ago - ₹4,899","16 days ago - ₹4,498","15 days ago - ₹4,899","14 days ago - ₹5,341","13 days ago - ₹5,341","12 days ago - ₹5,341","11 days ago - ₹5,341","10 days ago - ₹5,341","9 days ago - ₹5,341","8 days ago - ₹5,341","7 days ago - ₹5,341","6 days ago - ₹5,341","5 days ago - ₹5,341","4 days ago - ₹5,341","3 days ago - ₹5,341","2 days ago - ₹5,341","1 day ago - ₹5,341","Today - ₹5,341"
"60 days ago - ₹4,649","59 days ago - ₹4,649","58 days ago - ₹4,649","57 days ago - ₹4,649","56 days ago - ₹4,649","55 days ago - ₹4,649","54 days ago - ₹4,649","53 days ago - ₹4,649","52 days ago - ₹4,649","51 days ago - ₹4,649","50 days ago - ₹4,649","49 days ago - ₹4,649","48 days ago - ₹4,649","47 days ago - ₹4,649","46 days ago - ₹5,341","45 days ago - ₹5,341","44 days ago - ₹5,341","43 days ago - ₹5,341","42 days ago - ₹5,341","41 days ago - ₹4,935","40 days ago - ₹4,935","39 days ago - ₹3,549","38 days ago - ₹5,341","37 days ago - ₹5,341","36 days ago - ₹5,327","35 days ago - ₹5,327","34 days ago - ₹5,327","33 days ago - ₹4,498","32 days ago - ₹4,498","31 days ago - ₹4,498","30 days ago - ₹4,498","29 days ago - ₹4,498","28 days ago - ₹4,251","27 days ago - ₹4,251","26 days ago - ₹4,251","25 days ago - ₹4,498","24 days ago - ₹4,498","23 days ago - ₹4,498","22 days ago - ₹4,498","21 days ago - ₹4,498","20 days ago - ₹4,498","19 days ago - ₹4,498","18 days ago - ₹4,498","17 days ago - ₹4,498","16 days ago - ₹4,498","15 days ago - ₹4,899","14 days ago - ₹5,341","13 days ago - ₹5,341","12 days ago - ₹5,341","11 days ago - ₹5,341","10 days ago - ₹5,341","9 days ago - ₹5,341","8 days ago - ₹5,341","7 days ago - ₹5,341","6 days ago - ₹5,341","5 days ago - ₹5,341","4 days ago - ₹5,341","3 days ago - ₹5,341","2 days ago - ₹5,341","1 day ago - ₹5,341","Today - ₹5,309"
"60 days ago - ₹4,649","59 days ago - ₹4,649","58 days ago - ₹4,649","57 days ago - ₹4,649","56 days ago - ₹4,649","55 days ago - ₹4,649","54 days ago - ₹4,649","53 days ago - ₹4,649","52 days ago - ₹4,649","51 days ago - ₹4,649","50 days ago - ₹4,649","49 days ago - ₹4,649","48 days ago - ₹4,649","47 days ago - ₹4,649","46 days ago - ₹4,935","45 days ago - ₹5,341","44 days ago - ₹5,341","43 days ago - ₹5,341","42 days ago - ₹5,341","41 days ago - ₹4,935","40 days ago - ₹4,935","39 days ago - ₹3,549","38 days ago - ₹5,341","37 days ago - ₹5,341","36 days ago - ₹5,327","35 days ago - ₹5,327","34 days ago - ₹5,327","33 days ago - ₹4,498","32 days ago - ₹4,498","31 days ago - ₹4,498","30 days ago - ₹4,498","29 days ago - ₹4,498","28 days ago - ₹4,251","27 days ago - ₹4,251","26 days ago - ₹4,251","25 days ago - ₹4,251","24 days ago - ₹4,498","23 days ago - ₹4,599","22 days ago - ₹4,862","21 days ago - ₹4,862","20 days ago - ₹4,599","19 days ago - ₹4,498","18 days ago - ₹4,862","17 days ago - ₹4,899","16 days ago - ₹4,498","15 days ago - ₹4,899","14 days ago - ₹5,341","13 days ago - ₹5,341","12 days ago - ₹5,341","11 days ago - ₹5,341","10 days ago - ₹5,341","9 days ago - ₹5,341","8 days ago - ₹5,273","7 days ago - ₹5,273","6 days ago - ₹5,341","5 days ago - ₹5,341","4 days ago - ₹5,341","3 days ago - ₹5,341","2 days ago - ₹5,341","1 day ago - ₹5,341","Today - ₹5,309"
